id,pedido_id,sku,descripcion,gramaje,cantidad_pedida,cantidad_fisica,novedad,observaciones,auditado_por,auditado_en
13322,6554,5420036976608,Bayer - Drontal Ps Perros Medianos.,2 Tb MEDICAMENTOS,1,1,sin_novedad,"",27,2026-02-23 14:49:35.366261
13050,6418,7707336723797,Heel - Engystol Tabletas,100 tabletas,1,1,sin_novedad,"",27,2026-02-23 14:49:37.387073
19980,9645,8901138817282,Himalaya - Nefrotec,60 Tabletas,1,,sin_novedad,,,
19992,9650,7707205153502,Chunky Delidog Dent,150 GR,1,,sin_novedad,,,
19996,9650,7896588958627,Max Vita - Alimento Gato Castrado Pollo,3 KG,1,,sin_novedad,,,
19993,9650,7503020053306,Nupec - Treats Joint Care,180 GR,1,1,sin_novedad,"",27,2026-02-27 15:21:27.861716
19994,9650,857848126689,Max Vita - Alimento Perro Adulto Pollo y Vegetales,8 KG,1,1,sin_novedad,"",27,2026-02-27 15:21:55.305788
19995,9650,857848126672,Max Vita - Alimento Perro Adulto Pollo y Vegetales,2 KG,1,1,sin_novedad,"",27,2026-02-27 15:22:42.127261
13492,6632,7704232001943,Euroetika Fitovete.,15 GR,1,1,sin_novedad,"",27,2026-02-23 14:49:32.099503
13045,6415,052742186108,Hills Pd - I/D Low Fat Alimento Perro Cuidado Digestivo Sabor Pollo,8 LB,1,1,sin_novedad,"",27,2026-02-23 14:49:38.414202
13106,6451,4007221055396,Advocate - Gatos Hasta 4 Kg,0.4 MILILITRO,1,1,sin_novedad,"",27,2026-02-23 14:49:43.531095
12902,6333,7703381243495,NexGard Spectra - Tableta Masticable para Perros 7.6 - 15 KG,7.6 - 15 KG,5,5,sin_novedad,"",21,2026-02-23 15:10:05.599548
13177,6486,788070734192,Furry - Arena Super Premium Carbón Activado y Bicarbonato,6.35 KG,2,2,sin_novedad,"",21,2026-02-23 15:10:54.683127
13378,6583,7709163419553,Le Glace - Helado Gato Pollo,40 GR,1,1,sin_novedad,"",21,2026-02-23 15:11:06.875071
13454,6616,855958006662,Churu - Inaba Cat Atún y Salmón,4 uds,2,2,sin_novedad,"",21,2026-02-23 15:11:45.171945
13563,6661,7707193752442,Metronid - Metronidazol Benzoilo 250mg,50 MILILITRO,1,1,sin_novedad,"",21,2026-02-23 15:11:55.510324
13661,6720,2BC1002052,Bellcher - Arnés Tipo H Mashmellow  1.5 Cm,,1,1,sin_novedad,"",21,2026-02-23 15:12:12.588147
12818,6288,052742700809,Hills Pd- I/D Cuidado Digestivo Alimento Húmedo Perro Sabor Pavo,13OZ,2,2,sin_novedad,"",27,2026-02-23 14:49:28.863008
12906,6335,7898053586380,Vetnil - Geripet,30 COMPRIMIDOS,1,1,sin_novedad,"",27,2026-02-23 14:49:29.982276
13396,6592,7707205151065,Agility Gold - Adultos Obesos,1.5 KG,1,1,sin_novedad,"",27,2026-02-23 14:49:33.232445
13672,6727,7898363314604,Formúla Natural - Fresh Meat Caes Adultos Mini Y Pequeño Pollo,7 KG,1,1,sin_novedad,"",27,2026-02-23 14:49:40.482349
13493,6632,7798176421240,Labyes - Ocubiotic con Esteroide 5 ml,5 MILILITRO,1,1,sin_novedad,"",27,2026-02-23 14:49:42.507624
13022,6405,855958006693,Churu - Inaba Cat Snack 4 Piezas Chicken With Crab,56 GR,1,1,sin_novedad,"",27,2026-02-23 14:49:44.732515
71,39,6972228794891,Calabaza Pets - Morral Transparente Con Cápsula,ÚNICA,1,1,sin_novedad,"",18,2026-01-29 23:09:13.208848
159,86,7898349703231,Monello - Raza Pequeña,7 KG,1,2,sin_novedad,"",18,2026-01-29 23:55:53.918723
379,208,7707912072646,Reeld´s - Ronik Grain Free Sabor Cordero,500 GR,15,13,faltante,"",18,2026-01-30 00:05:48.811637
12,6,9403212456619,Valentín For Pets - Sudadera Vinotinto,XS,1,1,sin_novedad,Cantidad correcta,18,2026-01-30 01:24:46.013257
13,6,7703090368403,Nutriss - Perros Adult Salsa Carne,100 GR,5,6,sobrante,Sobrante: 1 unidades,18,2026-01-30 01:24:46.013257
2372,1249,7702084051116,Dogourmet - Alimento Sabor Carne a la parrilla,9 KG,1,,sin_novedad,,,
2395,1260,052742001210,Hill'S Pd - R/D Alimento Para Perro Pérdida De Peso Sabor Pollo,1.5 KG,1,,sin_novedad,,,
2396,1260,052742001135,Hill'S Pd - C/D Multicare Alimento Perro Cuidado Urinario Sabor Pollo,1.5 KG,1,,sin_novedad,,,
20134,9707,7503026084885,Nupec - Felino Urinary Management,1.5 KG,1,1,sin_novedad,"",27,2026-02-27 15:23:06.48229
21518,10319,7703381243501,NexGard Spectra - Tableta Masticable para Perros 15.1 - 30 KG,15.1 - 30 KG,1,,sin_novedad,,,
21519,10319,7703381243518,NexGard Spectra - Tableta Masticable para Perros 30.1 - 60 KG,30.1 - 60 KG,1,,sin_novedad,,,
21520,10320,7707205157739,Agility Gold - Piel Grandes Adultos,8 KG,1,,sin_novedad,,,
21521,10321,3182550402217,Royal Canin - Medium Adult,15KG,1,,sin_novedad,,,
21522,10321,7709548759809,Dowolf - Galletas Pollo y Zanahoria con Omega 3,200GR,1,,sin_novedad,,,
21523,10322,073657002529,Evolve - Cat Adult Chicken & Rice  Pollo,1.36 KG,1,,sin_novedad,,,
21524,10322,073657008644,Evolve - Cat Classic Salmon Adulto,1.24 KG,1,,sin_novedad,,,
21525,10322,7453015301090,Barf Origenes - Alimento Congelado Menú Gatos Todas las Razas,200 GR,1,,sin_novedad,,,
21526,10322,6972228797526,Calabaza Pets - Arena para Gatos Aroma Vainilla,10 KG,1,,sin_novedad,,,
21527,10323,052742725208,Hills Pd K/D Alimento Saludable Para Gato Cuidado Renal Sabor Pollo,4 LB,1,,sin_novedad,,,
21528,10323,7501072209818,FELIX CLASSIC con Pescado Blanco,85 GR,1,,sin_novedad,,,
21529,10323,7501072209788,FELIX CLASSIC con Carne,85 GR,1,,sin_novedad,,,
21530,10323,855958006556,Churu - Inaba Cat Atún,4 uds,1,,sin_novedad,,,
21531,10324,7707205158415,Chunky - Pollo Adultos,9 KG,1,,sin_novedad,,,
20182,9727,052742610900,Hills Sd - Adult Indoor Alimento Húmedo Gato De Interior Sabor Pollo,"5,5 OZ",1,,sin_novedad,,,
2415,1273,750258952896,Whole Barf - Original Taste,500 GR,4,,sin_novedad,,,
2416,1273,750258952827,Whole Barf - Tasty Buffalo,500 GR,4,,sin_novedad,,,
2417,1273,750258952841,Whole Barf - Tasty Lamb,500 GR,3,,sin_novedad,,,
2418,1273,750258952865,Whole Barf - Tasty Tilapia,500 GR,3,,sin_novedad,,,
20185,9727,7709049265731,Br For Cat  Snack Softy  Kitten Starter,100 GR,1,,sin_novedad,,,
21532,10325,7709727443925,Br For Cat - Gatitos Cachorros,3KG,1,,sin_novedad,,,
21533,10326,3411112938872,Yoos - Collar Alivio Malestar Articular y Mejora Movilidad,S,2,,sin_novedad,,,
21534,10326,7707321675209,PETMED - Articulaciones,90 GR,1,,sin_novedad,,,
21535,10327,781718823609,Peluditos Barf - Natural Barf,600 GR,14,,sin_novedad,,,
21536,10328,7702084051048,Dogourmet  - Pavo y Pollo,25 KG,1,,sin_novedad,,,
21537,10329,7703090537366,Ringo + Pro - Alimento Seco para Adultos,30 KG,1,,sin_novedad,,,
21538,10329,7702487007819,Petys - Spray Repelente Pulgas Y Garrapatas,180 ML,1,,sin_novedad,,,
21539,10330,6972228794891,Calabaza Pets - Morral Transparente Con Cápsula,ÚNICA,1,,sin_novedad,,,
21540,10331,7702712003807,Nutrecan - Alimento Perros Adultos Razas Pequeñas,8 KG,1,,sin_novedad,,,
21541,10332,731199797845,Happy Barf - Alimento Congelado Sabor Pollo,500 GR,30,,sin_novedad,,,
21542,10333,7707108091062,Whiskas - Alimento Húmedo Para Gato Adulto AhorraPack 85 g X 7 Sobres,7 Sobres x 85 g,1,,sin_novedad,,,
21543,10333,7702521772475,Fancy Feast - Alimento Húmedo Petits Filets Pague 4 Lleve 5 Sobres,425 GR,1,,sin_novedad,,,
21544,10333,7898604436720,N&D - Tropical Selection Fel Castrado Frango,7.00 KG,1,,sin_novedad,,,
21545,10334,7709376807673,Pixie - Dieta Horneada Carne De Res,500 GR,4,,sin_novedad,,,
21546,10334,7709572799208,Pixie - Galletas Miel Y Zanahoria,100 GR,1,,sin_novedad,,,
21547,10334,7709376807642,Pixie -Dieta Horneada Pollo,500 GR,4,,sin_novedad,,,
21548,10335,7707205154479,Agility Gold - Pequeños Adultos,7 KG,1,,sin_novedad,,,
21549,10336,857848000620,Max - Cat Adulto Pollo Y Arroz,10.1 KG,1,,sin_novedad,,,
21550,10337,7707205154110,Chunky - Pollo Razas Pequeñas Adulto,8 KG,1,,sin_novedad,,,
21551,10338,7702084050874,Dogourmet  - Parrillada Mixta,25 KG,1,,sin_novedad,,,
21552,10339,857848000705,Max - Cat Castrados,3 KG,2,,sin_novedad,,,
21553,10340,5022451991022,Thyro - Tabs Tabs 0.4 Mg,120 MEDICAMENTOS,1,,sin_novedad,,,
21554,10341,855958006556,Churu - Inaba Cat Atún,4 uds,1,,sin_novedad,,,
21555,10341,855958006587,Churu - Inaba Cat Atún y Viera,4 uds,1,,sin_novedad,,,
21556,10341,7709129857924,MICHIKO - Alimento Húmedo Cremoso,4 Sachets,1,,sin_novedad,,,
21557,10341,4007221055242,Advantage - Tratamiento Antipulgas Para Gatos,Hasta 4 KG,1,,sin_novedad,,,
21558,10341,855958006518,Tuna Fillet - Inaba Filete de Atun Extra Tender in Flavored Broth,156 GR,3,,sin_novedad,,,
21559,10341,7898604433248,N&D - Prime Feline Frango Adult,7.5 KG,1,,sin_novedad,,,
21560,10341,8445290179630,Fancy Feast - Purée Kiss Con Atún y Salmón en Salsa Cremosa,40 gr,2,,sin_novedad,,,
21561,10341,7702521355562,One - Alimento Húmedo Para gatos Precio Especial Pack x4,340 GR,1,,sin_novedad,,,
21562,10342,030111471574,Royal Canin - Alimento Húmedo Spayed Neutered,85 GR,1,,sin_novedad,,,
21563,10342,7709666658350,Royal Canin - Tripack Alimento Húmedo  Adult Instinctive,255 GR,1,,sin_novedad,,,
21564,10342,30111471789,Royal Canin - Fhn Indoor Gravy Lata,85 GR,3,,sin_novedad,,,
21565,10343,7453015301014,Barf Origenes - Alimento Congelado Menú Del Campo Carne de Pollo,500 GR,10,,sin_novedad,,,
21566,10344,737186506339,Reeld´s - Cream Delicious Gato,56 GR,4,,sin_novedad,,,
2458,1297,3182550771207,Royal Canin VHN - Gi High Fibre Perro,2 KG,1,,sin_novedad,,,
21567,10344,855958006556,Churu - Inaba Cat Atún,4 uds,1,,sin_novedad,,,
21568,10344,855958006587,Churu - Inaba Cat Atún y Viera,4 uds,1,,sin_novedad,,,
21569,10344,855958006693,Churu - Inaba Cat Snack 4 Piezas Chicken With Crab,56 GR,1,,sin_novedad,,,
20188,9727,7702521355562,One - Alimento Húmedo Para gatos Precio Especial Pack x4,340 GR,2,2,sin_novedad,"",27,2026-02-27 15:22:19.342043
20183,9727,7709727443994,Br For Cat - Gatitos Cachorros,1 KG,1,1,sin_novedad,"",27,2026-02-27 15:23:15.594152
20187,9727,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10 KG,1,1,sin_novedad,"",27,2026-02-27 15:23:37.097716
20186,9727,855958006693,Churu - Inaba Cat Snack 4 Piezas Chicken With Crab,56 GR,1,1,sin_novedad,"",27,2026-02-27 15:23:48.306702
20184,9727,855958006662,Churu - Inaba Cat Atún y Salmón,4 uds,1,1,sin_novedad,"",27,2026-02-27 15:23:56.212868
21570,10344,850030015211,Churu - Inaba Cat Tuna Recipe With Crab Flavor,56 GR,1,,sin_novedad,,,
21571,10344,850030015389,Churu - Inaba Tuna Recipe with Seafood Flavor,4 uds,1,,sin_novedad,,,
21572,10345,7703381243495,NexGard Spectra - Tableta Masticable para Perros 7.6 - 15 KG,7.6 - 15 KG,1,,sin_novedad,,,
21573,10346,7503026084854,Nupec - Felino Renal Care,1.5 KG,2,,sin_novedad,,,
21574,10347,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,15,,sin_novedad,,,
21575,10348,7709063265366,Wolf - Bombonera De Chips De Hígado Raza Pequeña,2500 GR,1,,sin_novedad,,,
21576,10348,7709119966056,Pixie - Dieta Horneada Perro Senior Pavo,500 GR,12,,sin_novedad,,,
21577,10349,7702521102364,Cat Chow - Vida Sana,3 KG,1,,sin_novedad,,,
21578,10350,7707865301978,Let’s Be Fresh – Arena Precio Especial Aglomerante,25 KG,1,,sin_novedad,,,
21579,10351,7898349703255,Monello - Raza Pequeña,25 KG,1,,sin_novedad,,,
21580,10352,7702084057118,Oh Maigat! - Caseros Y Delicados,8 KG,1,,sin_novedad,,,
21581,10352,7702084057347,Donkat - Gato Adulto,16 KG,1,,sin_novedad,,,
21582,10352,6932284300566,Calabaza Pets - Arena para Gatos Aroma Café,10 KG,1,,sin_novedad,,,
21583,10353,7707205157531,Chunky Menú Natural Salmón,200 GR,1,,sin_novedad,,,
21584,10353,731199797845,Happy Barf - Alimento Congelado Sabor Pollo,500 GR,30,,sin_novedad,,,
21585,10353,7453015301090,Barf Origenes - Alimento Congelado Menú Gatos Todas las Razas,200 GR,1,,sin_novedad,,,
21586,10354,7703090876106,Ringo + Pro - Alimento Seco para Adultos,20 KG,1,,sin_novedad,,,
21587,10355,857848000651,Max - Cat Adulto Pollo Y Arroz,3 KG,1,,sin_novedad,,,
21588,10356,052742859804,Hills Pd - J/D Alimento Perro Cuidado De Articulaciones Sabor Pollo,27 LB,1,,sin_novedad,,,
21589,10356,7707205153144,Chunky Deli Caprichos Tocineta Snack,160 GR,2,,sin_novedad,,,
21590,10357,052742715605,Hills Sd - Alimento Gato Adulto Control Bolas De Pelo Sabor Pollo,"3,5 LB",1,,sin_novedad,,,
21591,10358,7707205150730,Agility Gold - Gatos Esterilizados,1.5 KG,2,,sin_novedad,,,
21592,10358,7707865301978,Let’s Be Fresh – Arena Precio Especial Aglomerante,25 KG,1,,sin_novedad,,,
21593,10359,7703381243501,NexGard Spectra - Tableta Masticable para Perros 15.1 - 30 KG,15.1 - 30 KG,1,,sin_novedad,,,
2488,1309,7702084050911,Dogourmet - Cachorros 3 Cereales,2 KG,3,,sin_novedad,,,
21594,10360,7702521155988,Excellent - Adult Cat,3 KG,1,,sin_novedad,,,
21595,10361,753153844860,Wow Can - Alimento Congelado Carne de Res,500  GR,7,,sin_novedad,,,
21596,10361,753153844884,Wow Can - Alimento Congelado Salmón,500  GR,5,,sin_novedad,,,
21597,10361,739802443875,Salvaje - Dieta Horneada Natural Congelada de Salmon,500 GR,3,,sin_novedad,,,
21598,10362,7896588944538,Equilibrio - F Gatos Adulto,"1,5 KG",1,,sin_novedad,,,
21599,10363,29534752158,Laika By Rausch - Galletas de Fibra y Control Bola de Pelos,65 GR,2,,sin_novedad,,,
21600,10363,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10 KG,1,,sin_novedad,,,
21601,10363,7896588958573,Max Vita - Alimento Gato Adulto Atun y Camarones,3 KG,1,,sin_novedad,,,
21602,10364,7702712002831,Nutrecat - Alimento Gatos Home,8 KG,1,,sin_novedad,,,
21603,10364,7643758155900,Feline Pine - Arena Ecológica Para Gato,10 KG,1,,sin_novedad,,,
21604,10365,052742867007,Hills Pd - U/D Alimento Saludable Perro Cuidado Urinario Sabor Pollo,8 LB,1,,sin_novedad,,,
21605,10365,052742020488,Hills Sd- Small Bites Alimento Perro Adulto Sabor Pollo,15 LB,1,,sin_novedad,,,
21607,10367,7707205151508,Chunky - Cordero Arroz Y Salmón Adulto,12 KG,2,,sin_novedad,,,
21608,10368,7707205154110,Chunky - Pollo Razas Pequeñas Adulto,8 KG,1,,sin_novedad,,,
21609,10369,073657002543,Evolve - Cat Adult Chicken & Rice  Pollo,"6,8 KG",1,,sin_novedad,,,
21610,10369,7708304362963,Basic Farm - Baxidin,120 MILILITRO,1,,sin_novedad,,,
21611,10370,074198179077,Nutra Nuggets - Mantenimiento Gato,"7,5 KG",1,,sin_novedad,,,
21612,10370,7707327441785,Fiprostar - Gatos.,0.5 MILILITRO,3,,sin_novedad,,,
21613,10371,7898349703576,Monello -  Cat Salmon Atún Y Pollo,7 KG,1,,sin_novedad,,,
20273,9762,7702487187900,Petys - Tapetes Absorbentes (60x80cm),12 UNDS,3,,sin_novedad,,,
21614,10371,7707319650027,Mypet - Hueso Cerdo,Unidad,2,,sin_novedad,,,
21615,10371,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10 KG,2,,sin_novedad,,,
21616,10371,7707205157975,Chunky - Delicat Pouche Caja Surtida,560 GR,1,,sin_novedad,,,
21617,10371,7707865301633,Belly Treats - Oreja de Cerdo,Unidad,1,,sin_novedad,,,
21618,10371,7708872532393,Predador - Carne Seca,60 GR,1,,sin_novedad,,,
21619,10372,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,5,,sin_novedad,,,
21620,10372,739802443875,Salvaje - Dieta Horneada Natural Congelada de Salmon,500 GR,5,,sin_novedad,,,
21621,10373,7707205151225,Agility Gold - Grandes Adultos,3 KG,1,,sin_novedad,,,
21622,10373,7707205150730,Agility Gold - Gatos Esterilizados,1.5 KG,1,,sin_novedad,,,
21623,10374,7708638091256,Furry - Arena Premium Aglomerante,10 KG,2,,sin_novedad,,,
21624,10374,7707108091062,Whiskas - Alimento Húmedo Para Gato Adulto AhorraPack 85 g X 7 Sobres,7 Sobres x 85 g,1,,sin_novedad,,,
21625,10375,7707232094731,Natural Freshly - Digestar Fibra x Caja,12 Sobres,1,,sin_novedad,,,
21626,10376,7898574026853,Hydra - Colonia Groomers Forever Candy,130 MILILITRO,1,,sin_novedad,,,
21627,10377,7707205151225,Agility Gold - Grandes Adultos,3 KG,3,,sin_novedad,,,
21628,10378,7898349703576,Monello -  Cat Salmon Atún Y Pollo,7 KG,1,,sin_novedad,,,
21629,10378,854871008371,Churu Pops - Inaba Cat 4 Piezas Atún,60 GR,1,,sin_novedad,,,
21630,10379,29534752158,Laika By Rausch - Galletas de Fibra y Control Bola de Pelos,65 GR,1,,sin_novedad,,,
21631,10379,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,11,,sin_novedad,,,
21632,10379,739802443875,Salvaje - Dieta Horneada Natural Congelada de Salmon,500 GR,11,,sin_novedad,,,
21633,10380,052742051284,Hills Sd - Piel Y Estomago Sensible Alimento Perro Adulto Sabor Pollo,15.5 LB,1,,sin_novedad,,,
21634,10380,7709644739248,Galletas Vita Crunch 1000 Gr,AVENA,1,,sin_novedad,,,
21635,10381,7707205153472,Chunky Delicat Trozos De Pavo,80 GR,2,,sin_novedad,,,
21636,10381,7707205153489,Chunky Delicat Trozos De Pollo,80 GR,2,,sin_novedad,,,
21637,10381,7707205153496,Chunky Delicat Trozos De Salmón,80 GR,2,,sin_novedad,,,
21638,10381,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,2,,sin_novedad,,,
21639,10381,739802443882,Salvaje - Dieta Horneada Natural Congelada de Pollo,500 GR,5,,sin_novedad,,,
21640,10381,7709376807628,Pixie - Dieta Horneada Carne Bajo En Grasa Y Proteína,500 GR,1,,sin_novedad,,,
21641,10381,731199797876,Kyra - Dieta Horneada Congelada Carne,500 GR,1,,sin_novedad,,,
21642,10382,7707336722059,Heel - Zeel Artrosis Compositum Ad Us Vet,100 Tabletas,1,,sin_novedad,,,
21643,10383,857848000620,Max - Cat Adulto Pollo Y Arroz,10.1 KG,1,,sin_novedad,,,
21644,10384,788115399195,Salvaje - Dieta Cocinada Al Vapor Natural sin Refrigeración de Carne,Carne,1,,sin_novedad,,,
21645,10384,788115399201,Salvaje - Dieta Cocinada Al Vapor Natural sin Refrigeración de Pollo,Pollo,1,,sin_novedad,,,
21646,10384,788115399218,Salvaje - Dieta Cocinada Al Vapor Natural sin Refrigeración de Salmón,Salmón,1,,sin_novedad,,,
21647,10384,7708228519214,True Nature - Alimento Gatos Adultos Sabor Salmón y Vegetales,1.5 KG,1,,sin_novedad,,,
21648,10384,7708574195179,BR For Cat - Lasagna Con Salmón,395 GR,1,,sin_novedad,,,
21649,10385,7709447496720,Gatissimo - Arena Para Gato,25 KG,2,,sin_novedad,,,
21650,10385,857848000620,Max - Cat Adulto Pollo Y Arroz,10.1 KG,1,,sin_novedad,,,
21651,10386,7709376807628,Pixie - Dieta Horneada Carne Bajo En Grasa Y Proteína,500 GR,8,,sin_novedad,,,
21653,10386,7709376807666,Pixie - Dieta Horneada Pollo Baja En Grasa Y Proteína,500 GR,7,,sin_novedad,,,
21654,10386,7709376807642,Pixie -Dieta Horneada Pollo,500 GR,2,,sin_novedad,,,
21655,10387,781718792950,Peluditos Barf - Gold Light Diet,500 GR,15,,sin_novedad,,,
21656,10388,7707205154516,Agility Gold - Gatos,7 KG,1,,sin_novedad,,,
21657,10389,7703090537366,Ringo + Pro - Alimento Seco para Adultos,30 KG,1,,sin_novedad,,,
21658,10390,7702521026653,Felix - Alimento Húmedo Gato Precio Especial Pack x8,680 GR,1,,sin_novedad,,,
21659,10391,7898604431046,Vet Life - Perros Renal,10 KG,1,,sin_novedad,,,
21660,10392,7702487190269,Petys - Arena Aglomerante,10 KG,1,,sin_novedad,,,
21661,10392,855958006662,Churu - Inaba Cat Atún y Salmón,4 uds,1,,sin_novedad,,,
21662,10393,030111447258,Royal Canin VHN - Gastro Intestinal He Gato Lata,145 GR,4,,sin_novedad,,,
21663,10394,074198121151,Nutra Nuggets - Mantenimiento,15 KG,1,,sin_novedad,,,
21664,10395,811794929251,Furminator - Deslanador Perro Mediano Pelo Corto.,UNIDAD TALLA,1,,sin_novedad,,,
21665,10395,855958006693,Churu - Inaba Cat Snack 4 Piezas Chicken With Crab,56 GR,1,,sin_novedad,,,
21666,10395,850006715398,Churu - Inaba Dog Snack 4 Piezas Chicken,56 GR,1,,sin_novedad,,,
21667,10395,731199798002,Happy Barf - Alimento Congelado Sabor Beef,750 GR,1,,sin_novedad,,,
21668,10395,731199797852,Happy Barf - Alimento Congelado Sabor Pollo,750 GR,1,,sin_novedad,,,
21669,10395,7702487586994,CanAmor - Shampoo Pelo Oscuro,230 MILILITRO,1,,sin_novedad,,,
21670,10395,731199797982,Happy Barf - Alimento Congelado Sabor Beef,300 GR,1,,sin_novedad,,,
21671,10396,781718823609,Peluditos Barf - Natural Barf,600 GR,16,,sin_novedad,,,
21672,10397,7707205151225,Agility Gold - Grandes Adultos,3 KG,1,,sin_novedad,,,
21673,10398,7702487033016,CanAmor - Talco Desodorante,100 GR,1,,sin_novedad,,,
21674,10398,7707232095738,Natural Freshly - Perfume Macho,240 MILILITRO,1,,sin_novedad,,,
21675,10398,7707321675117,PETMED -Baño seco 3 en 1,250 MILILITRO,1,,sin_novedad,,,
21676,10399,052742945309,"Hills Pd - K/D Alimento, Húmedo Gato Cuidado Renal Sabor Pollo","5,5 OZ",3,,sin_novedad,,,
21677,10399,855958006662,Churu - Inaba Cat Atún y Salmón,4 uds,2,,sin_novedad,,,
21678,10399,850030015365,Churu - Inaba Cat Chicken With Salmon Recipe 4 Piezas,56 GR,2,,sin_novedad,,,
21679,10400,7898604431053,Vet Life - Perros Renal,2 KG,1,,sin_novedad,,,
21680,10400,073657011064,Evolve - Dog Snack Classic Jerky Beef & Bison,340 GR,1,,sin_novedad,,,
21681,10401,7898349703125,Monello - Tradicional Adulto,15 KG,1,,sin_novedad,,,
21682,10401,857848000705,Max - Cat Castrados,3 KG,1,,sin_novedad,,,
21683,10401,8713184147530,"Bravecto - Perros De 4,5 Hasta 10 Kg",1 TABLETA,1,,sin_novedad,,,
21684,10401,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10 KG,1,,sin_novedad,,,
21685,10401,850006715565,Churu - Inaba Dog Bites Chicken Recipe Wraps with Salmon Recipe,8 uds,1,,sin_novedad,,,
21686,10402,7896588953707,Equilibrio - Veterinary Urinary Adulto Gato,2 KG,1,,sin_novedad,,,
21687,10402,7708184209181,Wow Cat - Pavo Cocinado sin Refrigeración,100 GR,6,,sin_novedad,,,
21688,10402,7708574195117,Br For Cat vet - Gastrointestinal,1.5 KG,1,,sin_novedad,,,
21689,10403,7643758155900,Feline Pine - Arena Ecológica Para Gato,10 KG,1,,sin_novedad,,,
21690,10404,6972228798363,Calabaza Pets - Arena para Gatos Aroma Lavanda,10 KG,2,,sin_novedad,,,
21691,10405,7707865301978,Let’s Be Fresh – Arena Precio Especial Aglomerante,25 KG,1,,sin_novedad,,,
21692,10406,073657390442,Evolve - Cat Grain Free Chicken Pollo,1.36 KG,1,,sin_novedad,,,
21693,10406,855958006662,Churu - Inaba Cat Atún y Salmón,4 uds,1,,sin_novedad,,,
21694,10406,7702521772475,Fancy Feast - Alimento Húmedo Petits Filets Pague 4 Lleve 5 Sobres,425 GR,1,,sin_novedad,,,
21695,10407,052742679709,Hills Sd- Alimento Saludable Gato Adulto Sabor Pollo,4 LB,1,,sin_novedad,,,
20322,9778,052742867007,Hills Pd - U/D Alimento Saludable Perro Cuidado Urinario Sabor Pollo,8 LB,2,2,sin_novedad,"",27,2026-02-27 14:57:34.48495
20332,9783,7707205151225,Agility Gold - Grandes Adultos,3 KG,2,2,sin_novedad,"",27,2026-02-27 14:55:13.1383
20335,9785,7798042366873,Holliday - Pimocard 5mg,20 comprimidos,1,1,sin_novedad,"",27,2026-02-27 14:59:18.902152
21696,10408,7707205153519,Chunky Snacks Delidog Mix,280 GR,2,,sin_novedad,,,
20333,9783,7707205154509,Agility Gold - Gatos,3 KG,1,1,sin_novedad,"",27,2026-02-27 14:56:21.19078
21697,10408,7708304362970,Basic Farm - Dentyfarm Tubo,30 GR,1,,sin_novedad,,,
21698,10409,736990005168,Shed X - Suplemento Perros.,16 OZ,1,,sin_novedad,,,
21699,10409,PD400000126,Paw Day - Juguete Mordedor Interactivo Pato,Rojo,1,,sin_novedad,,,
21700,10409,7709548759885,Dowolf - Galletas Mixtas Pollo y Ternera,200 GR,1,,sin_novedad,,,
21701,10410,7702084057071,Oh Maigat! - Inquietos Y Aventureros,1.5 KG,1,,sin_novedad,,,
21702,10410,7707205153502,Chunky Delidog Dent,150 GR,1,,sin_novedad,,,
21703,10410,7702487196964,Petys - Pañitos Húmedos,80 UNDS,1,,sin_novedad,,,
21704,10410,7707205157715,Agility Gold - Piel Grandes Adultos,1.5 KG,1,,sin_novedad,,,
21705,10410,7702487193314,Petys - Paños Húmedos Anti Bacterial Con Clorhexidina,40 UNDS,1,,sin_novedad,,,
21706,10410,7707205157258,Agility Gold - Adultos Obesos,7 KG,1,,sin_novedad,,,
21707,10411,052742715605,Hills Sd - Alimento Gato Adulto Control Bolas De Pelo Sabor Pollo,"3,5 LB",1,,sin_novedad,,,
21708,10411,030111411655,Royal Canin - Adult Persian,85 GR,2,,sin_novedad,,,
21709,10412,7898363315038,Formúla Natural - Fresh Meat Gato Adulto Castrado Carne,1 KG,1,,sin_novedad,,,
21710,10412,7707865301978,Let’s Be Fresh – Arena Precio Especial Aglomerante,25 KG,1,,sin_novedad,,,
21711,10413,850006715541,Churu - Inaba Dog Bites Chicken Recipe Wraps Chicken Recipe,8 uds,1,,sin_novedad,,,
21712,10413,850006715565,Churu - Inaba Dog Bites Chicken Recipe Wraps with Salmon Recipe,8 uds,1,,sin_novedad,,,
21713,10413,850006715558,Churu - Inaba Dog Bites Chicken Recipe Wraps with Tuna Recipe,8 uds,1,,sin_novedad,,,
21714,10413,850006715589,Churu - Inaba Dog Bites Chicken Recipe Wraps with Cheese Recipe,8 uds,1,,sin_novedad,,,
21715,10414,7702084051048,Dogourmet  - Pavo y Pollo,25 KG,1,,sin_novedad,,,
21716,10415,074198121151,Nutra Nuggets - Mantenimiento,15 KG,1,,sin_novedad,,,
